loan_amnt,int_rate,term,emp_length_num,annual_inc,dti,delinq_2yrs,open_acc,pub_rec,revol_bal,revol_util,log_annual_inc,log_loan_amnt,log_revol_bal,loan_to_income,rate_x_term,has_delinq,has_pub_rec,grade,sub_grade,home_ownership,verification_status,purpose
12000.0,11.48,36.0,1.0,45000.0,7.63,1.0,7.0,0.0,2934.0,53.3,10.714439990727769,9.392745258631441,7.984462732262196,0.2666607408724251,413.28000000000003,1,0,B,B5,RENT,Source Verified,debt_consolidation
9600.0,17.27,36.0,10.0,53000.0,30.27,0.0,16.0,0.0,16553.0,38.3,10.87806606028079,9.169622538697624,9.714383043445341,0.18112865794985,621.72,0,0,D,D3,OWN,Source Verified,debt_consolidation
5000.0,6.99,36.0,3.0,51782.0,21.62,0.0,7.0,0.0,4253.0,38.7,10.854817189054799,8.517393171418904,8.355614995760183,0.09655678504528513,251.64000000000001,0,0,A,A3,MORTGAGE,Source Verified,credit_card
15000.0,12.88,60.0,4.0,44952.0,23.89,0.0,16.0,0.0,13364.0,57.4,10.713372778495833,9.61587214452889,9.50039462857302,0.33368184548306007,772.8000000000001,0,0,C,C2,MORTGAGE,Source Verified,credit_card
8650.0,19.89,36.0,8.0,55000.0,25.49,0.0,18.0,1.0,9568.0,46.0,10.915106645867501,9.065430200180375,9.166283985779263,0.15726986782058508,716.04,0,1,E,E3,RENT,Verified,debt_consolidation
35000.0,7.91,36.0,4.0,165000.0,18.89,0.0,21.0,1.0,53593.0,50.0,12.013706813470412,10.463131911491967,10.889192400494602,0.21211992654589973,284.76,0,1,A,A5,MORTGAGE,Source Verified,debt_consolidation
6000.0,17.57,36.0,3.0,20000.0,11.52,1.0,4.0,0.0,3925.0,77.0,9.903537551286169,8.699681400989512,8.275376374836407,0.2999850007499625,632.52,1,0,D,D4,RENT,Not Verified,debt_consolidation
20000.0,13.44,36.0,4.0,65000.0,25.99,0.0,23.0,0.0,29724.0,39.1,11.082157933374816,9.903537551286169,10.299743721558983,0.3076875740373225,483.84,0,0,C,C3,MORTGAGE,Not Verified,debt_consolidation
18400.0,24.24,60.0,2.0,40000.0,31.32,1.0,23.0,0.0,4406.0,58.7,10.596659732783579,9.820160289946374,8.390949464841986,0.45998850028749283,1454.3999999999999,1,0,F,F3,RENT,Not Verified,major_purchase
4400.0,7.49,36.0,4.0,49000.0,18.79,0.0,6.0,0.0,7170.0,64.0,10.799595985047786,8.38958706681109,8.877800393882575,0.08979408583498295,269.64,0,0,A,A4,MORTGAGE,Source Verified,credit_card
10000.0,6.49,36.0,0.0,80000.0,4.38,0.0,12.0,2.0,1075.0,12.6,11.289794413577894,9.210440366976515,6.98100574072173,0.124998437519531,233.64000000000001,0,1,A,A2,OWN,Not Verified,debt_consolidation
11200.0,16.59,60.0,4.0,97000.0,38.78,0.0,27.0,2.0,23639.0,75.3,11.48247656671073,9.32375833901174,10.070695471520034,0.11546272718837951,995.4,0,1,D,D2,MORTGAGE,Not Verified,debt_consolidation
7200.0,10.78,36.0,4.0,160000.0,9.85,0.0,13.0,6.0,19246.0,61.3,11.982935344196433,8.881975184248866,9.865110483415123,0.0449997187517578,388.08,0,1,B,B4,MORTGAGE,Source Verified,home_improvement
35000.0,18.49,60.0,10.0,100000.0,31.36,1.0,11.0,0.0,8475.0,52.6,11.51293546492023,10.463131911491967,9.044993919388189,0.34999650003499966,1109.3999999999999,1,0,E,E2,MORTGAGE,Source Verified,debt_consolidation
20000.0,7.89,36.0,2.0,59000.0,27.32,1.0,14.0,0.0,9723.0,45.0,10.985309671896763,9.903537551286169,9.182352335436013,0.3389773054693988,284.03999999999996,1,0,A,A5,OWN,Source Verified,credit_card
35000.0,19.48,36.0,0.0,100000.0,27.64,0.0,24.0,0.0,35316.0,82.7,11.51293546492023,10.463131911491967,10.47211971339814,0.34999650003499966,701.28,0,0,E,E2,MORTGAGE,Verified,debt_consolidation
8000.0,8.49,36.0,10.0,65000.0,16.16,1.0,12.0,0.0,8030.0,36.7,11.082157933374816,8.987321812850123,8.991064332188461,0.123075029614929,305.64,1,0,B,B1,RENT,Not Verified,debt_consolidation
4000.0,13.44,36.0,10.0,75000.0,14.94,0.0,16.0,0.0,21333.0,77.2,11.225256725762893,8.294299608857235,9.968057323185429,0.053332622231703576,483.84,0,0,C,C3,MORTGAGE,Source Verified,credit_card
1000.0,7.49,36.0,10.0,35360.0,24.95,0.0,7.0,0.0,9081.0,69.3,10.473364796894678,6.90875477931522,9.114049711657897,0.028279743219931562,269.64,0,0,A,A4,MORTGAGE,Not Verified,other
30000.0,21.99,60.0,10.0,125000.0,18.55,2.0,20.0,0.0,6821.0,51.7,11.736077016252437,10.308985993422082,8.82790796297859,0.23999808001535988,1319.3999999999999,1,0,F,F1,OWN,Source Verified,home_improvement
21000.0,21.48,60.0,3.0,78000.0,20.74,0.0,17.0,0.0,55377.0,79.4,11.264476926102367,9.952325334619427,10.921937681952201,0.26922731759849233,1288.8,0,0,E,E5,MORTGAGE,Verified,debt_consolidation
24000.0,19.89,60.0,8.0,76000.0,16.94,0.0,11.0,1.0,5902.0,23.0,11.23850177707664,10.085850775128717,8.683215975240689,0.31578531861422876,1193.4,0,1,E,E3,MORTGAGE,Verified,debt_consolidation
12000.0,11.22,36.0,2.0,66500.0,17.02,0.0,8.0,0.0,8747.0,55.4,11.104972264124866,9.392745258631441,9.076580381796658,0.18044841430955927,403.92,0,0,B,B5,RENT,Verified,debt_consolidation
10000.0,13.44,60.0,4.0,50403.0,16.95,0.0,7.0,0.0,6924.0,69.2,10.827825815989584,9.210440366976515,8.842893331055539,0.1983969526228077,806.4,0,0,C,C3,RENT,Not Verified,credit_card
10000.0,19.48,36.0,1.0,150000.0,14.89,1.0,10.0,0.0,3318.0,13.5,11.918397239722838,9.210440366976515,8.107418811719974,0.06666622222518516,701.28,1,0,E,E2,MORTGAGE,Source Verified,other
10000.0,11.99,36.0,,42000.0,37.37,0.0,9.0,0.0,9056.0,56.2,10.645448706505872,9.210440366976515,9.111293218374948,0.23808956929596914,431.64,0,0,C,C1,OWN,Verified,credit_card
7000.0,11.48,36.0,5.0,30000.0,12.12,0.0,12.0,0.0,6861.0,39.7,10.308985993422082,8.853808274977197,8.833754223418394,0.23332555581480618,413.28000000000003,0,0,B,B5,RENT,Not Verified,home_improvement
10000.0,18.99,60.0,3.0,62000.0,20.48,1.0,16.0,0.0,9604.0,43.5,11.034905792929415,9.210440366976515,9.170039075202657,0.16128772116578766,1139.3999999999999,1,0,E,E3,RENT,Source Verified,debt_consolidation
30000.0,13.44,60.0,5.0,81000.0,12.03,3.0,12.0,0.0,18471.0,52.5,11.30221677925738,10.308985993422082,9.824011351034331,0.3703657979531117,806.4,1,0,C,C3,MORTGAGE,Source Verified,debt_consolidation
6400.0,8.38,36.0,10.0,52000.0,23.68,2.0,6.0,1.0,4221.0,36.7,10.859018228147885,8.764209507142002,8.348064228408266,0.12307455625853349,301.68,1,1,B,B1,MORTGAGE,Not Verified,debt_consolidation
18000.0,6.99,36.0,10.0,98000.0,20.7,0.0,20.0,0.0,31754.0,28.6,11.49273296168228,9.798182590890704,10.365805472237074,0.1836715951878042,251.64000000000001,0,0,A,A3,MORTGAGE,Source Verified,debt_consolidation
1600.0,13.67,36.0,10.0,60000.0,32.2,0.0,10.0,0.0,21707.0,92.8,11.002116507732017,7.3783837129967145,9.985436135183296,0.026666222229629506,492.12,0,0,C,C4,RENT,Verified,other
10000.0,9.17,36.0,,24080.0,29.16,0.0,13.0,1.0,9009.0,21.7,10.089178426799686,9.210440366976515,9.106090350602383,0.4152651467962294,330.12,0,1,B,B2,OWN,Not Verified,credit_card
15000.0,6.49,36.0,10.0,105000.0,0.62,1.0,6.0,0.0,3701.0,4.7,11.561725152903833,9.61587214452889,8.216628493133442,0.1428557823258826,233.64000000000001,1,0,A,A2,MORTGAGE,Not Verified,major_purchase
2500.0,10.64,36.0,3.0,87000.0,17.19,0.0,10.0,0.0,10833.0,75.2,11.373674891823535,7.824445930877618,9.290444616217844,0.02873530189308169,383.04,0,0,B,B4,RENT,Verified,debt_consolidation
32450.0,17.97,60.0,5.0,87000.0,30.94,0.0,9.0,0.0,7335.0,59.6,11.373674891823535,10.387486538298399,8.9005490139363,0.3729842185722003,1078.1999999999998,0,0,D,D4,MORTGAGE,Verified,debt_consolidation
9800.0,13.44,36.0,4.0,40000.0,39.6,1.0,8.0,0.0,5735.0,53.6,10.596659732783579,9.19023970026918,8.654517382279456,0.24499387515312118,483.84,1,0,C,C3,RENT,Verified,debt_consolidation
16000.0,9.17,36.0,10.0,125000.0,8.84,0.0,12.0,0.0,9169.0,25.5,11.736077016252437,9.680406499268875,9.12369256525051,0.12799897600819193,330.12,0,0,B,B2,MORTGAGE,Not Verified,home_improvement
8000.0,12.88,36.0,0.0,58000.0,25.59,0.0,14.0,0.0,5731.0,49.0,10.968215530759235,8.987321812850123,8.653819788948063,0.1379286564024758,463.68,0,0,C,C2,MORTGAGE,Source Verified,debt_consolidation
20000.0,13.99,36.0,10.0,65000.0,13.81,0.0,10.0,0.0,20018.0,66.9,11.082157933374816,9.903537551286169,9.904437101571716,0.3076875740373225,503.64,0,0,C,C4,MORTGAGE,Source Verified,credit_card
8000.0,7.89,36.0,5.0,35000.0,7.72,0.0,7.0,0.0,6848.0,36.0,10.463131911491967,8.987321812850123,8.831857935197904,0.22856489814576728,284.03999999999996,0,0,A,A5,RENT,Source Verified,credit_card
13675.0,18.99,36.0,1.0,38000.0,23.37,0.0,11.0,0.0,1746.0,33.6,10.545367754151743,9.523397750759191,7.465655310134056,0.35985895108023475,683.64,0,0,E,E3,RENT,Source Verified,debt_consolidation
15000.0,9.8,36.0,1.0,75000.0,20.21,0.0,11.0,0.0,14296.0,64.7,11.225256725762893,9.61587214452889,9.567805004029164,0.19999733336888842,352.8,0,0,B,B3,RENT,Source Verified,debt_consolidation
8400.0,17.86,36.0,4.0,42000.0,31.04,1.0,22.0,0.0,19657.0,69.2,10.645448706505872,9.036106025364846,9.886239659126574,0.1999952382086141,642.96,1,0,D,D5,OWN,Source Verified,car
18000.0,6.99,36.0,7.0,125000.0,14.15,0.0,11.0,0.0,16027.0,20.1,11.736077016252437,9.798182590890704,9.682092471756034,0.14399884800921592,251.64000000000001,0,0,A,A3,RENT,Not Verified,debt_consolidation
7200.0,8.38,36.0,,29580.0,10.47,0.0,7.0,0.0,4363.0,20.6,10.294887542319458,8.881975184248866,8.381144346952961,0.24339947939555795,301.68,0,0,B,B1,OWN,Source Verified,debt_consolidation
14000.0,5.32,36.0,5.0,130000.0,11.74,0.0,10.0,0.0,22771.0,35.5,11.775297421715825,9.546884034617925,10.033286990070971,0.1076914792963131,191.52,0,0,A,A1,MORTGAGE,Not Verified,debt_consolidation
13000.0,13.18,60.0,8.0,35000.0,27.39,0.0,13.0,0.0,10172.0,66.5,10.463131911491967,9.472781556562168,9.227492430793747,0.3714179594868718,790.8,0,0,C,C3,RENT,Source Verified,credit_card
12000.0,6.99,36.0,2.0,114000.0,18.99,0.0,13.0,0.0,4273.0,12.4,11.643962499267984,9.392745258631441,8.360305435879093,0.10526223454180227,251.64000000000001,0,0,A,A3,MORTGAGE,Not Verified,house
22500.0,14.85,36.0,10.0,114000.0,9.83,2.0,15.0,0.0,20164.0,56.8,11.643962499267984,10.02131503164933,9.911703707307469,0.19736668976587923,534.6,1,0,C,C5,OWN,Source Verified,debt_consolidation
20000.0,11.99,60.0,3.0,65000.0,21.18,0.0,11.0,0.0,26478.0,68.4,11.082157933374816,9.903537551286169,10.1841072449874,0.3076875740373225,719.4,0,0,C,C1,MORTGAGE,Not Verified,debt_consolidation
24000.0,12.88,60.0,9.0,70000.0,22.69,0.0,8.0,0.0,16957.0,92.2,11.156264806643742,10.085850775128717,9.738494977863947,0.34285224496792904,772.8000000000001,0,0,C,C2,MORTGAGE,Verified,debt_consolidation
6400.0,9.17,36.0,5.0,80000.0,12.45,0.0,11.0,0.0,13823.0,48.0,11.289794413577894,8.764209507142002,9.534161491043836,0.07999900001249985,330.12,0,0,B,B2,OWN,Not Verified,debt_consolidation
7200.0,9.17,36.0,10.0,50000.0,19.25,0.0,13.0,0.0,9051.0,47.6,10.819798284210286,8.881975184248866,9.110741006753427,0.14399712005759885,330.12,0,0,B,B2,MORTGAGE,Not Verified,debt_consolidation
6600.0,13.44,36.0,2.0,75000.0,11.39,0.0,21.0,1.0,23723.0,50.8,11.225256725762893,8.79497643168877,10.074242472958616,0.0879988266823109,483.84,0,1,C,C3,RENT,Source Verified,debt_consolidation
10800.0,12.88,36.0,10.0,69000.0,18.37,0.0,10.0,0.0,26560.0,76.1,11.141876276228,9.287394001418473,10.187199253484014,0.15651947073230824,463.68,0,0,C,C2,MORTGAGE,Verified,debt_consolidation
35000.0,17.97,60.0,10.0,150000.0,25.11,1.0,27.0,0.0,39913.0,85.3,11.918397239722838,10.463131911491967,10.59448241852793,0.2333317777881481,1078.1999999999998,1,0,D,D4,MORTGAGE,Not Verified,debt_consolidation
24000.0,10.78,36.0,3.0,150000.0,14.91,0.0,18.0,0.0,43241.0,65.9,11.918397239722838,10.085850775128717,10.674567524152495,0.1599989333404444,388.08,0,0,B,B4,OWN,Verified,debt_consolidation
12000.0,10.64,36.0,1.0,47940.0,19.78,1.0,17.0,0.0,11078.0,42.3,10.777726367178413,9.392745258631441,9.312806703520673,0.25030766984418346,383.04,1,0,B,B4,RENT,Source Verified,credit_card
5600.0,14.85,36.0,6.0,39240.0,23.33,0.0,6.0,0.0,5416.0,54.7,10.577477397554379,8.630700432209832,8.597297435657898,0.1427078820621289,534.6,0,0,C,C5,RENT,Source Verified,other
20150.0,14.48,36.0,0.0,56000.0,29.49,0.0,6.0,0.0,18020.0,73.0,10.933124826700706,9.911009193934975,9.79929302351827,0.35981500330351246,521.28,0,0,C,C5,RENT,Verified,debt_consolidation
32000.0,13.67,60.0,10.0,89110.0,31.81,0.0,10.0,0.0,32185.0,61.7,11.397638062628861,10.373522431293592,10.37928685437844,0.3591026921479952,820.2,0,0,C,C4,RENT,Verified,debt_consolidation
35000.0,15.77,36.0,0.0,104000.0,27.26,0.0,15.0,0.0,49143.0,88.7,11.552155793461898,10.463131911491967,10.802510042843762,0.33653522562283056,567.72,0,0,D,D1,RENT,Not Verified,credit_card
5000.0,6.89,36.0,5.0,65000.0,33.4,0.0,21.0,0.0,20338.0,35.7,11.082157933374816,8.517393171418904,9.920295504185495,0.07692189350933062,248.04,0,0,A,A3,MORTGAGE,Not Verified,debt_consolidation
10000.0,8.49,36.0,2.0,85000.0,15.25,0.0,9.0,1.0,8480.0,64.7,11.350418300109132,9.210440366976515,9.045583646361699,0.11764567475676757,305.64,0,1,B,B1,MORTGAGE,Source Verified,credit_card
25000.0,6.99,36.0,0.0,90000.0,17.03,3.0,11.0,0.0,23584.0,17.0,11.407576060361786,10.12667110305036,10.068366195718362,0.27777469139231786,251.64000000000001,1,0,A,A3,MORTGAGE,Not Verified,credit_card
20000.0,6.49,36.0,1.0,121900.0,19.65,0.0,16.0,0.0,10210.0,16.6,11.71096451888116,9.903537551286169,9.231220849555537,0.16406756302245265,233.64000000000001,0,0,A,A2,RENT,Not Verified,debt_consolidation
15000.0,11.99,60.0,3.0,100000.0,7.58,0.0,13.0,1.0,3434.0,23.8,11.51293546492023,9.61587214452889,8.14177220465645,0.14999850001499984,719.4,0,1,C,C1,MORTGAGE,Source Verified,debt_consolidation
15200.0,13.99,60.0,10.0,69998.0,14.52,0.0,7.0,1.0,19434.0,85.6,11.156236235215168,9.62911649414402,9.874830843286324,0.21714595922798896,839.4,0,1,C,C4,OWN,Verified,debt_consolidation
5000.0,6.89,36.0,5.0,41000.0,16.06,2.0,3.0,0.0,6658.0,46.9,10.62135173563291,8.517393171418904,8.803724602110622,0.12194824516475208,248.04,1,0,A,A3,MORTGAGE,Not Verified,home_improvement
6500.0,9.17,36.0,1.0,60000.0,24.34,0.0,8.0,2.0,8749.0,75.4,11.002116507732017,8.77971129020447,9.076808979351659,0.10833152780786987,330.12,0,1,B,B2,RENT,Source Verified,credit_card
30000.0,9.17,36.0,10.0,170000.0,13.83,1.0,17.0,0.0,28168.0,53.7,12.043559598368038,10.308985993422082,10.245977361482778,0.17646955017911659,330.12,1,0,B,B2,MORTGAGE,Source Verified,debt_consolidation
18000.0,12.88,36.0,4.0,108000.0,23.92,0.0,43.0,0.0,40979.0,74.5,11.58989576532275,9.798182590890704,10.62083942179289,0.16666512347107898,463.68,0,0,C,C2,MORTGAGE,Source Verified,debt_consolidation
28000.0,5.32,36.0,2.0,200000.0,13.82,0.0,21.0,0.0,14432.0,20.2,12.206077645517674,10.239995502805314,9.577272530367564,0.13999930000349997,191.52,0,0,A,A1,MORTGAGE,Source Verified,home_improvement
18000.0,9.8,36.0,2.0,45000.0,21.39,0.0,14.0,0.0,4667.0,8.8,10.714439990727769,9.798182590890704,8.448485993406447,0.39999111130863757,352.8,0,0,B,B3,MORTGAGE,Not Verified,major_purchase
6500.0,9.8,36.0,1.0,59500.0,15.07,1.0,12.0,1.0,416.0,5.5,10.993748398115178,8.77971129020447,6.0330862217988015,0.10924186148131965,352.8,1,1,B,B3,RENT,Verified,other
8500.0,14.85,36.0,10.0,80000.0,27.99,0.0,17.0,0.0,15014.0,53.4,11.289794413577894,9.047939082617358,9.616804980417431,0.10624867189160135,534.6,0,0,C,C5,MORTGAGE,Source Verified,debt_consolidation
14000.0,13.67,60.0,3.0,29200.0,22.85,0.0,9.0,0.0,9520.0,82.1,10.281958234245314,9.546884034617925,9.161255164285691,0.4794356357658984,820.2,0,0,C,C4,OWN,Verified,debt_consolidation
20000.0,13.18,60.0,10.0,90000.0,10.45,0.0,9.0,0.0,16872.0,36.7,11.407576060361786,9.903537551286169,9.733469990198337,0.22221975311385428,790.8,0,0,C,C3,MORTGAGE,Source Verified,credit_card
5500.0,9.17,36.0,7.0,32000.0,12.68,0.0,6.0,0.0,3437.0,79.9,10.373522431293592,8.612685172875457,8.142645185942794,0.17186962907409142,330.12,0,0,B,B2,MORTGAGE,Source Verified,debt_consolidation
1000.0,11.48,36.0,10.0,40000.0,18.36,0.0,14.0,0.0,9479.0,35.5,10.596659732783579,6.90875477931522,9.156939595249067,0.02499937501562461,413.28000000000003,0,0,B,B5,OWN,Verified,medical
9000.0,5.32,36.0,,48000.0,18.55,0.0,22.0,0.0,8484.0,5.6,10.77897712300635,9.105090961257085,9.046055177668327,0.18749609383137852,191.52,0,0,A,A1,MORTGAGE,Not Verified,credit_card
7800.0,9.17,36.0,3.0,68012.0,11.61,1.0,14.0,0.0,5262.0,31.8,11.127454142356939,8.962007209588313,8.568456485353778,0.1146839574787173,330.12,1,0,B,B2,RENT,Not Verified,credit_card
10000.0,8.49,36.0,5.0,50000.0,21.75,0.0,9.0,1.0,15293.0,56.0,10.819798284210286,9.210440366976515,9.63521587360417,0.1999960000799984,305.64,0,1,B,B1,MORTGAGE,Source Verified,debt_consolidation
10000.0,9.8,36.0,7.0,75000.0,10.94,0.0,7.0,0.0,10368.0,39.1,11.225256725762893,9.210440366976515,9.246575864558277,0.13333155557925894,352.8,0,0,B,B3,RENT,Not Verified,major_purchase
24000.0,14.48,60.0,9.0,171000.0,8.98,0.0,12.0,0.0,35131.0,36.1,12.049424683420913,10.085850775128717,10.466867675037008,0.14035005643241852,868.8000000000001,0,0,C,C5,RENT,Source Verified,other
20000.0,12.59,60.0,10.0,105000.0,14.12,0.0,9.0,0.0,33205.0,88.3,11.561725152903833,9.903537551286169,10.41048586146773,0.19047437643451015,755.4,0,0,C,C2,MORTGAGE,Not Verified,debt_consolidation
20275.0,18.2,60.0,8.0,110000.0,12.23,0.0,19.0,0.0,16916.0,65.8,11.608244735642321,9.917193199592239,9.736074312475292,0.18431650621357987,1092.0,0,0,E,E1,OWN,Not Verified,debt_consolidation
18000.0,12.88,36.0,10.0,120000.0,29.13,5.0,9.0,0.0,91249.51999999856,73.7,11.695255355062795,9.798182590890704,12.666215314929033,0.14999875001041657,463.68,1,0,C,C2,MORTGAGE,Verified,debt_consolidation
5775.0,15.77,36.0,10.0,38000.0,22.52,0.0,6.0,0.0,5235.0,52.3,10.545367754151743,8.661466680572662,8.56331312702979,0.15196968500828925,567.72,0,0,D,D1,MORTGAGE,Not Verified,medical
25000.0,11.99,36.0,6.0,210000.0,10.59,0.0,8.0,0.0,20359.0,83.1,12.25486757159303,10.12667110305036,9.921327470664458,0.1190470521568945,431.64,0,0,C,C1,RENT,Source Verified,debt_consolidation
8000.0,10.78,36.0,3.0,35000.0,11.83,0.0,27.0,0.0,6436.0,41.8,10.463131911491967,8.987321812850123,8.769817872052615,0.22856489814576728,388.08,0,0,B,B4,MORTGAGE,Source Verified,debt_consolidation
7800.0,9.17,36.0,10.0,94000.0,10.24,0.0,12.0,1.0,7665.0,26.3,11.451060699493427,8.962007209588313,8.9445502459405,0.08297784066126956,330.12,0,1,B,B2,RENT,Source Verified,other
5500.0,12.88,36.0,0.0,31368.0,29.84,0.0,4.0,0.0,1184.0,65.8,10.353575423086568,8.612685172875457,7.077498053569231,0.17533233447033697,463.68,0,0,C,C2,RENT,Source Verified,debt_consolidation
4500.0,6.49,36.0,0.0,50000.0,20.96,0.0,13.0,0.0,6628.0,17.9,10.819798284210286,8.412054873292933,8.79920924224139,0.08999820003599927,233.64000000000001,0,0,A,A2,RENT,Not Verified,credit_card
7200.0,17.27,36.0,3.0,22000.0,38.63,0.0,10.0,0.0,20086.0,60.9,9.99884318585288,8.881975184248866,9.907828118634548,0.327257851915822,621.72,0,0,D,D3,RENT,Verified,debt_consolidation
5000.0,9.76,36.0,1.0,100000.0,27.35,0.0,39.0,0.0,10975.0,45.5,11.51293546492023,8.517393171418904,9.303466349965666,0.04999950000499995,351.36,0,0,B,B3,MORTGAGE,Verified,debt_consolidation
4200.0,13.67,36.0,,30000.0,24.24,1.0,6.0,0.0,1248.0,31.2,10.308985993422082,8.343077871169381,7.130098510125578,0.1399953334888837,492.12,1,0,C,C4,MORTGAGE,Verified,home_improvement
10000.0,10.78,36.0,10.0,73000.0,19.56,1.0,13.0,0.0,13876.0,56.9,11.19822841866684,9.210440366976515,9.53798807237101,0.13698442487089219,388.08,1,0,B,B4,OWN,Source Verified,debt_consolidation
4200.0,13.44,36.0,10.0,24000.0,22.1,0.0,4.0,0.0,17027.0,96.2,10.085850775128717,8.343077871169381,9.742614326948043,0.17499270863714012,483.84,0,0,C,C3,MORTGAGE,Source Verified,credit_card
12000.0,5.32,36.0,10.0,72000.0,19.78,0.0,22.0,0.0,16844.0,20.4,11.184435286790631,9.392745258631441,9.731809155840653,0.1666643518840016,191.52,0,0,A,A1,MORTGAGE,Not Verified,debt_consolidation
14000.0,10.64,36.0,3.0,86000.0,20.82,0.0,11.0,0.0,13752.0,50.4,11.362114203075018,9.546884034617925,9.529012261114708,0.16278880478133975,383.04,0,0,B,B4,RENT,Source Verified,debt_consolidation
25000.0,6.89,36.0,2.0,85000.0,18.88,1.0,18.0,0.0,23872.0,54.6,11.350418300109132,10.12667110305036,10.080503392206552,0.2941141868919189,248.04,1,0,A,A3,RENT,Not Verified,debt_consolidation
4000.0,11.48,36.0,10.0,44000.0,14.46,0.0,8.0,0.0,16229.0,80.3,10.691967639914864,8.294299608857235,9.694616660508636,0.09090702484034453,413.28000000000003,0,0,B,B5,RENT,Source Verified,debt_consolidation
16000.0,10.78,36.0,4.0,90000.0,15.36,0.0,19.0,2.0,12000.0,54.5,11.407576060361786,9.680406499268875,9.392745258631441,0.17777580249108343,388.08,0,1,B,B4,MORTGAGE,Source Verified,debt_consolidation
12000.0,11.99,36.0,0.0,110000.0,15.01,0.0,9.0,0.0,30588.0,99.3,11.608244735642321,9.392745258631441,10.3283957461889,0.1090899173643876,431.64,0,0,C,C1,MORTGAGE,Verified,debt_consolidation
10000.0,12.59,36.0,3.0,66200.0,25.67,0.0,7.0,0.0,12323.0,81.6,11.10045084755119,9.210440366976515,9.419303859716559,0.15105512001329285,453.24,0,0,C,C2,RENT,Verified,debt_consolidation
35000.0,13.67,60.0,0.0,82000.0,12.26,0.0,11.0,0.0,5529.0,14.0,11.314486721293981,10.463131911491967,8.61794309451638,0.42682406312118143,820.2,0,0,C,C4,MORTGAGE,Source Verified,debt_consolidation
28000.0,6.24,36.0,0.0,150000.0,20.28,0.0,8.0,0.0,91249.51999999856,85.5,11.918397239722838,10.239995502805314,12.834302566573555,0.18666542223051846,224.64000000000001,0,0,A,A2,MORTGAGE,Not Verified,credit_card
